canonical_year,proposed_episode_number,canonical_date,date_source,reported_episode_number,title,status,rss_episode_id,master_audio_source,master_source_reference,preferred_local_file,master_relative_path,metadata_flags,review_flags
2014,41,2014-10-29,rss,,"October 27, 2014 Podcast",rss-only,october-27-2014-podcast-715ba92856,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/10/20141027.mp3,,Master/2014/10/2014-10-29__S2014E041__october-27-2014-podcast.mp3,,
2014,42,2014-11-10,rss,,"November 3, 2014 Podcast",rss-only,november-3-2014-podcast-9ec686cb69,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/11/20141103.mp3,,Master/2014/11/2014-11-10__S2014E042__november-3-2014-podcast.mp3,,
2014,43,2014-11-17,rss,,"November 10, 2014 Podcast",confirmed,november-10-2014-podcast-2d1d4283bb,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/11/20141110.mp3,2014/20141110 (2016_10_07 00_26_59 UTC).mp3,Master/2014/11/2014-11-17__S2014E043__november-10-2014-podcast.mp3,,
2014,44,2014-11-21,rss,,"November 17, 2014 Podcast",confirmed,november-17-2014-podcast-db82bbce40,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/11/20141117.mp3,2014/20141117 (2016_10_07 00_26_59 UTC).mp3,Master/2014/11/2014-11-21__S2014E044__november-17-2014-podcast.mp3,,
2014,45,2014-11-24,embedded-title+file-modified-year+filename+year-folder,,,local-only,,local,2014/20141124 (2016_10_07 00_26_59 UTC).mp3,2014/20141124 (2016_10_07 00_26_59 UTC).mp3,Master/2014/11/2014-11-24__S2014E045__episode.mp3,,
2014,46,2014-12-01,embedded-title+file-modified-year+filename+year-folder,,,local-only,,local,2014/20141201 (2016_10_07 00_26_59 UTC).mp3,2014/20141201 (2016_10_07 00_26_59 UTC).mp3,Master/2014/12/2014-12-01__S2014E046__episode.mp3,,
2014,47,2014-12-01,rss,,"November 24, 2014 Podcast",rss-only,november-24-2014-podcast-ad81f83b87,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/12/20141124.mp3,,Master/2014/12/2014-12-01__S2014E047__november-24-2014-podcast.mp3,,
2014,48,2014-12-04,rss,,"December 1, 2014 Podcast",rss-only,december-1-2014-podcast-ed00fa7949,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/12/20141201.mp3,,Master/2014/12/2014-12-04__S2014E048__december-1-2014-podcast.mp3,,
2014,49,2014-12-10,rss,,"December 8, 2014 Podcast",confirmed,december-8-2014-podcast-30478eb862,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/12/20141208.mp3,2014/20141208 (2016_10_07 00_26_59 UTC).mp3,Master/2014/12/2014-12-10__S2014E049__december-8-2014-podcast.mp3,,
2014,50,2014-12-15,file-modified-year+filename+year-folder,,,local-only,,local,2014/20141215 (2016_10_07 00_26_59 UTC).mp3,2014/20141215 (2016_10_07 00_26_59 UTC).mp3,Master/2014/12/2014-12-15__S2014E050__episode.mp3,Title missing from embedded metadata,
2014,51,2014-12-18,rss,,"December 15, 2014 Podcast",rss-only,december-15-2014-podcast-6e2098dac9,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/12/20141215Podcast.mp3,,Master/2014/12/2014-12-18__S2014E051__december-15-2014-podcast.mp3,,
2014,52,2014-12-23,rss,,"December 22, 2014 Podcast",confirmed,december-22-2014-podcast-e564a2d215,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/12/20141221.mp3,2014/20141221.mp3,Master/2014/12/2014-12-23__S2014E052__december-22-2014-podcast.mp3,,
2014,53,2014-12-30,rss,30,"December 29, 2014 Podcast",confirmed,ep-030-3a2fd31427,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2014/12/20141229.mp3,2014/20141229.mp3,Master/2014/12/2014-12-30__S2014E053__december-29-2014-podcast.mp3,Reported episode number differs from date-order sequence,
2015,1,2015-01-12,file-modified-year+filename+year-folder,,,local-only,,local,2015/20150112 (2016_10_07 00_26_59 UTC).mp3,2015/20150112 (2016_10_07 00_26_59 UTC).mp3,Master/2015/01/2015-01-12__S2015E001__episode.mp3,Title missing from embedded metadata,
2015,2,2015-01-15,file-modified-year+filename+year-folder,,,local-only,,local,2015/20150115 (2016_10_07 00_26_59 UTC).mp3,2015/20150115 (2016_10_07 00_26_59 UTC).mp3,Master/2015/01/2015-01-15__S2015E002__episode.mp3,,
2015,3,2015-01-19,rss,,"January 12, 2015 Podcast",rss-only,january-12-2015-podcast-4376d82a3e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/01/20150112.mp3,,Master/2015/01/2015-01-19__S2015E003__january-12-2015-podcast.mp3,,
2015,4,2015-01-20,rss,,"January 19, 2015 Podcast",confirmed,january-19-2015-podcast-96a7576e1b,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/01/20150119.mp3,,Master/2015/01/2015-01-20__S2015E004__january-19-2015-podcast.mp3,,
2015,5,2015-02-03,rss,,"February 2, 2015 Podcast",confirmed,february-2-2015-podcast-7909d25843,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/02/20150202.mp3,2015/20150202.mp3,Master/2015/02/2015-02-03__S2015E005__february-2-2015-podcast.mp3,,
2015,6,2015-02-13,rss,,"February 9, 2015 Podcast",confirmed,february-9-2015-podcast-b220c514d2,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/02/20150209.mp3,2015/20150209.mp3,Master/2015/02/2015-02-13__S2015E006__february-9-2015-podcast.mp3,,
2015,7,2015-02-16,embedded-title+file-modified-year+filename+year-folder,,,local-only,,local,2015/20150216 (2016_10_07 00_26_59 UTC).mp3,2015/20150216 (2016_10_07 00_26_59 UTC).mp3,Master/2015/02/2015-02-16__S2015E007__episode.mp3,,
2015,8,2015-02-16,file-modified-year+filename+year-folder,,,local-only,,local,2015/20150216(2) (2016_10_07 00_26_59 UTC) (1).mp3,2015/20150216(2) (2016_10_07 00_26_59 UTC) (1).mp3,Master/2015/02/2015-02-16__S2015E008__episode.mp3,Title missing from embedded metadata,
2015,9,2015-02-19,rss,,"February 16, 2015 Podcast",rss-only,february-16-2015-podcast-544e4b5f6e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/02/20150216.mp3,,Master/2015/02/2015-02-19__S2015E009__february-16-2015-podcast.mp3,,
2015,10,2015-02-23,embedded-title+file-modified-year+filename+year-folder,,,local-only,,local,2015/20150223 (2016_10_07 00_26_59 UTC).mp3,2015/20150223 (2016_10_07 00_26_59 UTC).mp3,Master/2015/02/2015-02-23__S2015E010__episode.mp3,,
2015,11,2015-03-02,embedded-title+file-modified-year+year-folder,,,local-only,,local,2015/20140302 (2016_10_07 00_26_59 UTC).mp3,2015/20140302 (2016_10_07 00_26_59 UTC).mp3,Master/2015/03/2015-03-02__S2015E011__episode.mp3,,
2015,12,2015-03-02,file-modified-year+filename+year-folder,,,local-only,,local,2015/20150302 (2016_10_07 00_26_59 UTC).mp3,2015/20150302 (2016_10_07 00_26_59 UTC).mp3,Master/2015/03/2015-03-02__S2015E012__episode.mp3,Title missing from embedded metadata,
2015,13,2015-03-05,rss,,"February 23, 2015 Podcast",rss-only,february-23-2015-podcast-bdf1be2ec2,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/03/20150223.mp3,,Master/2015/03/2015-03-05__S2015E013__february-23-2015-podcast.mp3,,
2015,14,2015-03-05,rss,,"March 2, 2015 Podcast",rss-only,march-2-2015-podcast-e3675547bd,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/03/20140302.mp3,,Master/2015/03/2015-03-05__S2015E014__march-2-2015-podcast.mp3,,
2015,15,2015-03-09,embedded-title+file-modified-year+filename+year-folder,,,local-only,,local,2015/20150309.mp3,2015/20150309.mp3,Master/2015/03/2015-03-09__S2015E015__episode.mp3,,
2015,16,2015-03-10,rss,,"March 9, 2015 Podcast",confirmed,march-9-2015-podcast-6f59b77b95,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/03/201503091.mp3,2015/20150309 (2016_10_07 00_26_59 UTC).mp3,Master/2015/03/2015-03-10__S2015E016__march-9-2015-podcast.mp3,,
2015,17,2015-03-16,embedded-title+file-modified-year+filename+year-folder,,,local-only,,local,2015/20150316 (2016_10_07 00_26_59 UTC).mp3,2015/20150316 (2016_10_07 00_26_59 UTC).mp3,Master/2015/03/2015-03-16__S2015E017__episode.mp3,,
2015,18,2015-03-16,embedded-title+file-modified-year+year-folder,,,local-only,,local,2015/Live From The Path - 3162015 (2016_10_07 00_26_59 UTC).mp3,2015/Live From The Path - 3162015 (2016_10_07 00_26_59 UTC).mp3,Master/2015/03/2015-03-16__S2015E018__episode.mp3,,
2015,19,2015-03-19,rss,,"March 16, 2015 Podcast",rss-only,march-16-2015-podcast-e09b528f00,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/03/20150316.mp3,,Master/2015/03/2015-03-19__S2015E019__march-16-2015-podcast.mp3,,
2015,20,2015-03-23,file-modified-year+filename+year-folder,,,local-only,,local,2015/20150323 (2016_10_07 00_26_59 UTC) (1).mp3,2015/20150323 (2016_10_07 00_26_59 UTC) (1).mp3,Master/2015/03/2015-03-23__S2015E020__episode.mp3,Title missing from embedded metadata,
2015,21,2015-03-23,file-modified-year+filename+year-folder,,,local-only,,local,2015/20150323 (2016_10_07 00_26_59 UTC).mp3,2015/20150323 (2016_10_07 00_26_59 UTC).mp3,Master/2015/03/2015-03-23__S2015E021__episode.mp3,Title missing from embedded metadata,
2015,22,2015-03-27,rss,,"March 23, 2015 Podcast",rss-only,march-23-2015-podcast-39783c0dd7,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/03/20150323.mp3,,Master/2015/03/2015-03-27__S2015E022__march-23-2015-podcast.mp3,,
2015,23,2015-03-30,embedded-title+file-modified-year+filename+year-folder,,,local-only,,local,2015/Live From The Path - 03-30-2015 (2016_10_07 00_26_59 UTC).mp3,2015/Live From The Path - 03-30-2015 (2016_10_07 00_26_59 UTC).mp3,Master/2015/03/2015-03-30__S2015E023__episode.mp3,,
2015,24,2015-03-31,rss,,"March 30, 2015 Podcast",confirmed,march-30-2015-podcast-b3473d01e7,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/03/20150330.mp3,2015/20150330.mp3,Master/2015/03/2015-03-31__S2015E024__march-30-2015-podcast.mp3,,
2015,25,2015-04-06,embedded-title+file-modified-year,,,local-only,,local,2016/Live From The Path - 462015 (2016_10_07 00_26_59 UTC).mp3,2016/Live From The Path - 462015 (2016_10_07 00_26_59 UTC).mp3,Master/2015/04/2015-04-06__S2015E025__episode.mp3,,
2015,26,2015-04-07,rss,,"April 6, 2015 Podcast",confirmed,april-6-2015-podcast-efd6e7fd27,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/04/20150406.mp3,,Master/2015/04/2015-04-07__S2015E026__april-6-2015-podcast.mp3,,
2015,27,2015-04-21,rss,,"April 20, 2015 Podcast",confirmed,april-20-2015-podcast-ae94751790,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/04/20150420.mp3,2015/20150420.mp3,Master/2015/04/2015-04-21__S2015E027__april-20-2015-podcast.mp3,,
2015,28,2015-04-27,embedded-title+file-modified-year+filename+year-folder,,,local-only,,local,"2015/Live From The Path - April 27, 2015 (2016_10_07 00_26_59 UTC).mp3","2015/Live From The Path - April 27, 2015 (2016_10_07 00_26_59 UTC).mp3",Master/2015/04/2015-04-27__S2015E028__episode.mp3,,
2015,29,2015-04-29,rss,,"April 27, 2015 Podcast",rss-only,april-27-2015-podcast-4a12fb63ce,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/04/Live-From-The-Path-April-27-2015.mp3,,Master/2015/04/2015-04-29__S2015E029__april-27-2015-podcast.mp3,,
2015,30,2015-05-05,rss,,"May 4, 2015 Podcast",confirmed,may-4-2015-podcast-a9526c79f6,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/05/20150504.mp3,2015/20150504.mp3,Master/2015/05/2015-05-05__S2015E030__may-4-2015-podcast.mp3,,
2015,31,2015-05-11,embedded-title+file-modified-year+filename+year-folder,,,local-only,,local,2015/Live From The Path - 5-11-2015 (2016_10_07 00_26_59 UTC).mp3,2015/Live From The Path - 5-11-2015 (2016_10_07 00_26_59 UTC).mp3,Master/2015/05/2015-05-11__S2015E031__episode.mp3,,
2015,32,2015-05-13,rss,,"May 11, 2015 Podcast",confirmed,may-11-2015-podcast-73cf64f057,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/05/20150511.mp3,2015/20150511.mp3,Master/2015/05/2015-05-13__S2015E032__may-11-2015-podcast.mp3,,
2015,33,2015-05-18,file-modified-year+filename+year-folder,,,local-only,,local,2015/20150518TIA (2016_10_07 00_26_59 UTC).mp3,2015/20150518TIA (2016_10_07 00_26_59 UTC).mp3,Master/2015/05/2015-05-18__S2015E033__episode.mp3,Title missing from embedded metadata,
2015,34,2015-05-18,file-modified-year+filename+year-folder,,,local-only,,local,2015/20150518 (2016_10_07 00_26_59 UTC).mp3,2015/20150518 (2016_10_07 00_26_59 UTC).mp3,Master/2015/05/2015-05-18__S2015E034__episode.mp3,Title missing from embedded metadata,
2015,35,2015-05-18,embedded-title+file-modified-year+filename+year-folder,,,local-only,,local,"2015/Live From The Path - May 18, 2015 (2016_10_07 00_26_59 UTC).mp3","2015/Live From The Path - May 18, 2015 (2016_10_07 00_26_59 UTC).mp3",Master/2015/05/2015-05-18__S2015E035__episode.mp3,,
2015,36,2015-05-22,rss,,"May 18, 2015 Podcast",rss-only,may-18-2015-podcast-f9265c15b7,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/05/20150518.mp3,,Master/2015/05/2015-05-22__S2015E036__may-18-2015-podcast.mp3,,
2015,37,2015-06-02,rss,,"June 1, 2015 Podcast",confirmed,june-1-2015-podcast-5a5d738e76,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/06/20150601.mp3,2015/20150601.mp3,Master/2015/06/2015-06-02__S2015E037__june-1-2015-podcast.mp3,,
2015,38,2015-06-08,embedded-title+file-modified-year+filename+year-folder,,,local-only,,local,"2015/Live From The Path - June 8, 2015 (2016_10_07 00_26_59 UTC).mp3","2015/Live From The Path - June 8, 2015 (2016_10_07 00_26_59 UTC).mp3",Master/2015/06/2015-06-08__S2015E038__episode.mp3,,
2015,39,2015-06-09,rss,,"June 8, 2015 Podcast",confirmed,june-8-2015-podcast-39fdb911a0,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/06/20150608.mp3,2015/20150608.mp3,Master/2015/06/2015-06-09__S2015E039__june-8-2015-podcast.mp3,,
2015,40,2015-06-19,rss,,"June 15, 2015 Podcast",confirmed,june-15-2015-podcast-63b16d767a,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/06/20150615.mp3,2015/20150615.mp3,Master/2015/06/2015-06-19__S2015E040__june-15-2015-podcast.mp3,,
2015,41,2015-06-24,rss,,"June 22, 2015 Podcast",confirmed,june-22-2015-podcast-8cb941897f,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/06/20150622.mp3,2015/20150622 (2016_10_07 00_26_59 UTC).mp3,Master/2015/06/2015-06-24__S2015E041__june-22-2015-podcast.mp3,,
2015,42,2015-06-30,rss,,"June 29, 2015 Podcast",confirmed,june-29-2015-podcast-7df9273e60,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/06/20150629.mp3,2015/20150629.mp3,Master/2015/06/2015-06-30__S2015E042__june-29-2015-podcast.mp3,,
2015,43,2015-07-07,rss,,July 7 2015 Podcast,confirmed,july-7-2015-podcast-dd820b3593,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/07/20150706.mp3,2015/20150706.mp3,Master/2015/07/2015-07-07__S2015E043__july-7-2015-podcast.mp3,,
2015,44,2015-07-13,embedded-title+file-modified-year+filename+year-folder,,,local-only,,local,2015/20150713 (2016_10_07 00_26_59 UTC).mp3,2015/20150713 (2016_10_07 00_26_59 UTC).mp3,Master/2015/07/2015-07-13__S2015E044__episode.mp3,,
2015,45,2015-07-17,rss,,July 13 2015 Podcast,rss-only,july-13-2015-podcast-db74a3350e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/07/20150713.mp3,,Master/2015/07/2015-07-17__S2015E045__july-13-2015-podcast.mp3,,
2015,46,2015-07-22,rss,,July 20 2015 Podcast – Driven 11,confirmed,july-20-2015-podcast-driven-11-6f9f325b35,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/07/20150720.mp3,2015/20150720 (2016_10_07 00_26_59 UTC).mp3,Master/2015/07/2015-07-22__S2015E046__july-20-2015-podcast-driven-11.mp3,,
2015,47,2015-07-27,embedded-title+file-modified-year+filename+year-folder,,,local-only,,local,2015/Live From The Path - 7-27-2015 (2016_10_07 00_26_59 UTC).mp3,2015/Live From The Path - 7-27-2015 (2016_10_07 00_26_59 UTC).mp3,Master/2015/07/2015-07-27__S2015E047__episode.mp3,,
2015,48,2015-07-29,rss,,July 27 2015 Podcast – Eisenlauer Team,confirmed,july-27-2015-podcast-eisenlauer-team-bb27160a9c,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/07/20150727.mp3,2015/20150727 (2016_10_07 00_26_59 UTC).mp3,Master/2015/07/2015-07-29__S2015E048__july-27-2015-podcast-eisenlauer-team.mp3,,
2015,49,2015-08-04,rss,,"August 3, 2015 Podcast",confirmed,august-3-2015-podcast-8630305c5b,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/08/20150803.mp3,2015/20150803.mp3,Master/2015/08/2015-08-04__S2015E049__august-3-2015-podcast.mp3,,
2015,50,2015-08-10,embedded-title+file-modified-year+filename+year-folder,,,local-only,,local,"2015/Live From The Path - August 10, 2015 (2016_10_07 00_26_59 UTC).mp3","2015/Live From The Path - August 10, 2015 (2016_10_07 00_26_59 UTC).mp3",Master/2015/08/2015-08-10__S2015E050__episode.mp3,,
2015,51,2015-08-11,rss,,"August 10, 2015 Podcast",confirmed,august-10-2015-podcast-4c16e51f1c,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/08/20150811.mp3,2015/20150811.mp3,Master/2015/08/2015-08-11__S2015E051__august-10-2015-podcast.mp3,,
2015,52,2015-08-18,rss,,"August 17, 2015 Podcast",confirmed,august-17-2015-podcast-c93ed25f66,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/08/20150817.mp3,2015/20150817.mp3,Master/2015/08/2015-08-18__S2015E052__august-17-2015-podcast.mp3,,
2015,53,2015-08-24,embedded-title+file-modified-year+filename+year-folder,,,local-only,,local,"2015/Live From The Path - August 24, 2015 (2016_10_07 00_26_59 UTC).mp3","2015/Live From The Path - August 24, 2015 (2016_10_07 00_26_59 UTC).mp3",Master/2015/08/2015-08-24__S2015E053__episode.mp3,,
2015,54,2015-08-26,rss,,"August 24, 2015 Podcast",confirmed,august-24-2015-podcast-4ec215ed0f,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/08/20150824.mp3,2015/20150824.mp3,Master/2015/08/2015-08-26__S2015E054__august-24-2015-podcast.mp3,,
2015,55,2015-09-01,rss,,"August 31, 2015 Podcast",confirmed,august-31-2015-podcast-04531b6f97,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/08/20150831.mp3,2015/20150831.mp3,Master/2015/09/2015-09-01__S2015E055__august-31-2015-podcast.mp3,,
2015,56,2015-09-08,rss,,"September 7, 2015 Podcast",confirmed,september-7-2015-podcast-7796fc88e3,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/09/20150907.mp3,2015/20150907.mp3,Master/2015/09/2015-09-08__S2015E056__september-7-2015-podcast.mp3,,
2015,57,2015-09-22,rss,,"September 21, 2015 Podcast",confirmed,september-21-2015-podcast-b02260f58e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/09/20150921.mp3,2015/20150921.mp3,Master/2015/09/2015-09-22__S2015E057__september-21-2015-podcast.mp3,,
2015,58,2015-09-29,rss,,"September 28, 2015 Podcast",confirmed,september-28-2015-podcast-502b441724,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/09/20150928.mp3,2015/20150928.mp3,Master/2015/09/2015-09-29__S2015E058__september-28-2015-podcast.mp3,,
2015,59,2015-10-06,rss,,"October 5, 2015 Podcast",confirmed,october-5-2015-podcast-b113b7aa1a,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/10/20151005.mp3,2015/20151005.mp3,Master/2015/10/2015-10-06__S2015E059__october-5-2015-podcast.mp3,,
2015,60,2015-10-13,rss,,"October 12, 2015 Podcast",confirmed,october-12-2015-podcast-c05688bf8a,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/10/20151012.mp3,2015/20151012.mp3,Master/2015/10/2015-10-13__S2015E060__october-12-2015-podcast.mp3,,
2015,61,2015-10-20,rss,,"October 19, 2015 Podcast",confirmed,october-19-2015-podcast-14c6cb7bca,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/10/20151019.mp3,2015/20151019.mp3,Master/2015/10/2015-10-20__S2015E061__october-19-2015-podcast.mp3,,
2015,62,2015-10-29,rss,,"October 26, 2015 Podcast",rss-only,october-26-2015-podcast-339a785709,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/10/20151028.mp3,,Master/2015/10/2015-10-29__S2015E062__october-26-2015-podcast.mp3,,
2015,63,2015-11-10,rss,,"November 2, 2015 Podcast",confirmed,november-2-2015-podcast-a0338a0be2,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/11/20151102.mp3,2015/20151102.mp3,Master/2015/11/2015-11-10__S2015E063__november-2-2015-podcast.mp3,,
2015,64,2015-11-10,rss,,"November 9, 2015 Podcast",confirmed,november-9-2015-podcast-57e812b5f3,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/11/20151109.mp3,2015/20151109.mp3,Master/2015/11/2015-11-10__S2015E064__november-9-2015-podcast.mp3,,
2015,65,2015-11-17,rss,,"November 16, 2015 Podcast",confirmed,november-16-2015-podcast-c238c38c5e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/11/20151116.mp3,2015/20151116.mp3,Master/2015/11/2015-11-17__S2015E065__november-16-2015-podcast.mp3,,
2015,66,2015-11-24,rss,,"November 23, 2015 Podcast",confirmed,november-23-2015-podcast-1dff7e09b8,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/11/20151123.mp3,2015/20151123.mp3,Master/2015/11/2015-11-24__S2015E066__november-23-2015-podcast.mp3,,
2015,67,2015-12-01,rss,,"November 30, 2015 Podcast",confirmed,november-30-2015-podcast-eb1c101da7,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/12/20151130.mp3,2015/20151130.mp3,Master/2015/12/2015-12-01__S2015E067__november-30-2015-podcast.mp3,,
2015,68,2015-12-08,rss,,"December 7, 2015 Podcast",confirmed,december-7-2015-podcast-d3e8ab5866,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/12/20151207.mp3,2015/20151207 (2016_10_07 00_26_59 UTC).mp3,Master/2015/12/2015-12-08__S2015E068__december-7-2015-podcast.mp3,,
2015,69,2015-12-23,rss,,Retro LFTP: 1st Episode,rss-only,retro-lftp-1st-episode-6491c027de,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2015/12/20151222.mp3,,Master/2015/12/2015-12-23__S2015E069__retro-lftp-1st-episode.mp3,,
2015,70,,unresolved,,Live From The Path - Silversyde 2015,confirmed,,local,2015/Live From The Path - Silversyde 2015 (2016_10_07 00_26_59 UTC).mp3,2015/Live From The Path - Silversyde 2015 (2016_10_07 00_26_59 UTC).mp3,Master/2015/00-unknown-date/2015-00-00__S2015E070__live-from-the-path-silversyde-2015.mp3,,Exact episode date unresolved
2016,1,2016-01-05,rss,,"2016 Episode 1 | Hell, Closed Handed Issues, and Prophecy",confirmed,2016-episode-1-hell-closed-handed-issues-and-pro-1ce70e758e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/01/20160104.mp3,2016/20160104.mp3,Master/2016/01/2016-01-05__S2016E001__2016-episode-1-hell-closed-handed-issues-and-prophecy.mp3,,
2016,2,2016-01-12,rss,,2016 Episode 2,confirmed,2016-episode-2-3fa7e13d2e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/01/20160112.mp3,2016/20160112.mp3,Master/2016/01/2016-01-12__S2016E002__2016-episode-2.mp3,,
2016,3,2016-01-19,rss,,2016 Episode 3,confirmed,2016-episode-3-00a957fe06,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/01/20160118.mp3,2016/20160118.mp3,Master/2016/01/2016-01-19__S2016E003__2016-episode-3.mp3,,
2016,4,2016-01-26,rss,,2016 Episode 4,confirmed,2016-episode-4-a991ce0f7b,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/01/20160125.mp3,2016/20160125.mp3,Master/2016/01/2016-01-26__S2016E004__2016-episode-4.mp3,,
2016,5,2016-02-02,rss,,2016 Episode 5,confirmed,2016-episode-5-19b260c774,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/02/20160201.mp3,2016/20160201.mp3,Master/2016/02/2016-02-02__S2016E005__2016-episode-5.mp3,,
2016,6,2016-02-09,rss,,2016 Episode 6,confirmed,2016-episode-6-cbc98a252e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/02/20160208.mp3,2016/20160208.mp3,Master/2016/02/2016-02-09__S2016E006__2016-episode-6.mp3,,
2016,7,2016-02-16,rss,,2016 Episode 7,confirmed,2016-episode-7-8ff2c35aab,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/02/20160215.mp3,2016/20160215.mp3,Master/2016/02/2016-02-16__S2016E007__2016-episode-7.mp3,,
2016,8,2016-02-23,rss,,2016 Episode 8,confirmed,2016-episode-8-7d0ca85ebf,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/02/20160223.mp3,2016/20160223.mp3,Master/2016/02/2016-02-23__S2016E008__2016-episode-8.mp3,,
