canonical_year,proposed_episode_number,canonical_date,title,status,master_audio_source,preferred_local_file,rss_episode_id,review_flags
2021,37,2021-12-27,Whispering Diesel,confirmed,rss,2021/20211220_Episode31.mp3,ep-031-97572b2871,
2022,1,2022-01-04,"Read, Protect, and Complain About Your Husband",confirmed,rss,2022/2022_Episode01.mp3,ep-001-9323a1ada2,
2022,2,2022-02-07,"Don’t Spit On Folk, Among Other Wisdom",rss-only,rss,,ep-002-f33dbb81fb,
2022,3,2022-02-07,Just Do It,rss-only,rss,,ep-003-87be897d60,
2022,4,2022-03-03,House Church Trouble in Olympic China,confirmed,rss,2022/2022_Episode04.mp3,ep-004-520b10a65f,
2022,5,2022-03-15,12 to 13 Mistakes From Wildin,confirmed,rss,2022/2022_Episode05.mp3,ep-005-ba147a8b5d,
2022,6,2022-03-28,Things We Don’t Want to Talk About,confirmed,rss,2022/2022_Episode06.mp3,ep-006-b418668d5b,
2022,7,2022-04-04,14 to 25 Mistakes From Wildin’,confirmed,rss,2022/2022_Episode07.mp3,ep-007-6958a2d9cc,
2022,8,2022-04-04,"Acid, Stupidity and Russia",confirmed,rss,2022/2022_Episode08.mp3,ep-008-0668d205b8,
2022,9,2022-04-06,Jesus and the Metaverse,confirmed,rss,2022/2022_Episode09_468.mp3,ep-009-d11e6707cb,
2022,10,2022-04-26,Getting Kids to Stick With Jesus,confirmed,rss,2022/2022_Episode10_469.mp3,ep-010-cf9f135ea8,
2022,11,2022-05-16,Buying International Locusts,confirmed,rss,2022/2022_Episode11_470 - 01 Start.mp3,ep-011-c2cb878d4b,
2022,12,2022-05-25,Put Your Name On It,confirmed,rss,2022/2022_Episode12_471 - 01 Start.mp3,ep-012-871b36c8f7,
2022,13,2022-05-25,Cults May Be Wonderful,confirmed,rss,2022/2022_Episode13_472 - 01 Start.mp3,ep-013-40bb7e1d1a,
2022,14,2022-06-07,We Ate The Locusts,rss-only,rss,,ep-014-a17fa9836a,
2022,15,2022-06-30,Turned Over Not Over,rss-only,rss,,ep-015-dd47af5278,
2022,16,2022-08-01,The Next Reformation,confirmed,rss,2022/2022_Episode16_475 - 01 Start.mp3,ep-016-00b40c97f5,
2022,17,2022-08-04,Two Claps and a Ric Flair,confirmed,local-recovery,2022/2022_Episode17_476 - 01 Start.mp3,ep-017-703b260a59,
2022,18,2022-08-15,Changing Teams,confirmed,rss,2022/2022_Episode18_477 - 01 Start.mp3,ep-018-70018d4bee,
2022,19,2022-08-22,Sometimes We Read Stuff,confirmed,rss,2022/2022_Episode19_478 - 01 Start.mp3,ep-019-ee541eb772,
2022,20,2022-08-29,"Do Something With Your Life, Gordon",confirmed,rss,,ep-020-8e23ff96f3,
2022,21,2022-09-06,The Details Are Super Important,confirmed,rss,,ep-021-e4a57c3336,
2022,22,2022-09-18,"Finding Sin, Missing God",confirmed,rss,2022/2022Episode22.mp3,ep-022-c4ac1251cc,
2022,23,2022-10-03,CS Lewis Has Fallen,rss-only,rss,,ep-023-8f3620e4f2,
2022,24,2022-10-03,"Shofar, Shogood",rss-only,rss,,ep-024-1e306a789f,
2022,25,2022-10-05,John Paul Burtch,rss-only,rss,,ep-025-25fbab51ce,
2022,26,2022-10-11,Solving All Your Money Problems,confirmed,rss,2022/2022Episode26.mp3,ep-026-ad0dfe4309,
2022,27,2022-10-25,Youth Initiative,confirmed,rss,,ep-027-d45886d289,
2022,28,2022-11-17,Turning Around,confirmed,rss,,ep-028-865a58cc0c,
2022,29,2022-11-17,Jesus Cheats,confirmed,rss,2022/2022_Episode29_488 - 01 Start.mp3,ep-029-1d71acc8aa,
2022,30,2022-12-05,Ahhh Hell,confirmed,rss,,ep-030-63cdcb257e,
2022,31,2022-12-08,The Idol Tannenbaums,confirmed,rss,2022/20221205_Episode31.mp3,ep-031-689734d6e1,
2022,32,2022-12-26,,local-only,local,2022/20221226_Episode33.mp3,,
2022,33,,,local-only,local,2022/2022_Episode32_Raw.mp3,,Exact episode date unresolved
2022,34,,2022 Episode 14,local-only,local,2022/2022_Episode14_473 - 01 Start.mp3,,Exact episode date unresolved
2023,1,2023-01-04,Steadfast,rss-only,rss,,ep-032-6a39888b33,
2023,2,2023-01-04,Vest is Best,rss-only,rss,,ep-033-3933fae042,
2023,3,2023-01-12,Sing What You Want,confirmed,rss,2023/2023_Episode01 - 01 Start.mp3,ep-001-a5a28108d4,
2023,4,2023-01-23,,local-only,local,2023/20230123_E02.mp3,,
2023,5,2023-01-25,Is It Enough?,rss-only,rss,,ep-002-da06aed69a,
2023,6,2023-02-01,Thee Uncommon,confirmed,rss,2023/2023_Episode03_ep495 - 01 Start.mp3,ep-003-96c34a5772,
2023,7,2023-02-10,QuickTrip Johnson,confirmed,rss,2023/2023_Episode04_ep496 - 01 Start.mp3,ep-004-a1085a8127,
2023,8,2023-03-06,Little Things,confirmed,rss,2023/20230227_E05.mp3,ep-005-8d27497979,
2023,9,2023-03-27,,local-only,local,2023/20230327_E06.mp3,,
2023,10,2023-03-29,Show Me The Toes,rss-only,local-recovery,2023/20230327_E06.mp3,ep-006-269c47e8e4,
2023,11,2023-04-06,Charlatan Kings,confirmed,local-recovery,2023/2023_Episode07_ep499 - 01 Start.mp3,ep-007-f40f3c758b,
2023,12,2023-04-28,500-ish,rss-only,rss,,ep-008-998bae9fb4,
2023,13,2023-05-11,$20 and a Dilly Bar,confirmed,rss,2023/LFTP_2023_Episode9_v3 - 10.mp3,ep-009-d565002b68,
2023,14,2023-05-19,Regrets,rss-only,rss,,ep-010-d064f40b4d,
2023,15,2023-05-31,Nothing More Than Feelings,rss-only,rss,,ep-011-0ed1ab6b61,
2023,16,2023-06-13,The Tennessee Birdwalk,rss-only,rss,,ep-012-9b603b275f,
2023,17,2023-06-21,The Legacy List,rss-only,rss,,ep-013-9ffe7781cb,
2023,18,2023-07-06,Cut and Colby-Jacked,rss-only,rss,,ep-014-d3ac6d46a0,
2023,19,2023-07-14,All Five Sentences,rss-only,rss,,ep-015-959aef9462,
2023,20,2023-07-26,When Evil Strikes,rss-only,rss,,ep-016-f12334feef,
2023,21,2023-08-07,A Bit Cavalier,rss-only,rss,,ep-017-4da0d85c53,
2023,22,2023-08-24,"Saul, Naturally",rss-only,rss,,ep-018-9720a9ea62,
2023,23,2023-09-02,Because of Fussy and Fuzzy,rss-only,rss,,ep-019-77383b667c,
2023,24,2023-09-13,One and Three,rss-only,rss,,ep-020-59dd7f6d67,
2023,25,2023-09-20,What’s in a Name,confirmed,rss,2023/LFTP_2023_Episode21_v1 - 06.mp3,ep-021-35718f94b0,
2023,26,2023-09-26,The Caduce,rss-only,rss,,ep-022-5c3012d29b,
2023,27,2023-10-18,Raisin Cakes,confirmed,rss,2023/2023_Episode23_ep515/2023_Episode23_ep515 - 01 Start.mp3,ep-023-3ff77f5045,
2023,28,2023-10-31,A Gray Area,confirmed,rss,2023/S2023 E24.mp3,ep-024-7a7648d733,
2023,29,2023-11-08,Guy Man Dude,confirmed,rss,2023/2023_Episode25_ep517/2023_Episode25_ep517 - 01 Start.mp3,ep-025-334d8aefe8,
2023,30,2023-11-17,"She Knows, Right?",confirmed,rss,2023/2023_Episode26_ep518/2023_Episode26_ep518 - 01 Start.mp3,ep-026-8ca3971a18,
2023,31,2023-11-29,Empty Smith,confirmed,rss,2023/LFTP_2023_Episode27_v2 - 03.mp3,ep-027-6376f4081e,
2023,32,2023-12-08,Saying Flesh,confirmed,rss,,ep-028-d12593cf02,
2023,33,2023-12-18,Beyond Despacito,confirmed,rss,,ep-029-e78ba61e8c,
2023,34,,,local-only,local,2023/LFTP_2023_Episode27_v1 - 01 Start.mp3,,Exact episode date unresolved
2023,35,,,local-only,local,2023/LFTP_2023_Episode30_v1 - 08.mp3,,Exact episode date unresolved
2024,1,2024-01-03,Pastor Rico Suave,rss-only,rss,,ep-030-9db3882c8e,
2024,2,2024-01-16,A Confession,rss-only,rss,,ep-001-452c2f0173,
2024,3,2024-01-29,,local-only,local,2024/20240129_E01.mp3,,
2024,4,2024-01-30,Jesus Blocked the Jukebox,rss-only,rss,,ep-002-2204525fe6,
2024,5,2024-02-06,Folk Ain’t Happy,rss-only,rss,,ep-003-e514a5a37b,
2024,6,2024-02-20,He Gets Us…Again,rss-only,rss,,ep-004-5c80346641,
2024,7,2024-02-27,Bring Your Purse to Brunch,rss-only,rss,,ep-005-5ad2669fad,
2024,8,2024-03-05,Biking with Billy Shatner,rss-only,rss,,ep-006-86faae3919,
2024,9,2024-03-12,This Is Not Love,rss-only,rss,,ep-007-c7536a243d,
2024,10,2024-03-26,Handshakes and Wrongness,rss-only,rss,,ep-008-c9f8c18254,
2024,11,2024-04-02,Asking AI Lamech,rss-only,rss,,ep-009-09625fdaa1,
2024,12,2024-04-16,Secrets and Topless Dudes,rss-only,rss,,ep-010-cc97c82b11,
2024,13,2024-04-23,Angels and Blessings,rss-only,rss,,ep-011-a9eda16cb8,
2024,14,2024-05-07,"First Death, Then Resurrection",rss-only,rss,,ep-013-24b57e7021,
2024,15,2024-05-28,Enter The McCormick,rss-only,rss,,ep-014-1488ae5d70,
2024,16,2024-06-04,Know Self Control,rss-only,rss,,ep-015-28bf70b8f3,
2024,17,2024-06-11,Just For The Taste Of It,rss-only,rss,,ep-015-8adbe0544f,
2024,18,2024-06-18,Murph and the End,rss-only,rss,,ep-017-6bcc62d5f4,
2024,19,2024-07-02,You Can Buy Me Phalanges,rss-only,rss,,ep-018-fed9a90cae,
2024,20,2024-07-16,The Antagonistic Bison,rss-only,rss,,ep-019-80a483833c,
2024,21,2024-07-23,Solo Contendere,rss-only,rss,,ep-020-72ca27353b,
2024,22,2024-07-30,The Olympic Supper Club,rss-only,rss,,ep-021-486953df0f,
2024,23,2024-08-06,The Bible Confuseth,rss-only,rss,,ep-022-0c6acadff0,
2024,24,2024-08-20,Weekend At Bildad’s,rss-only,rss,,ep-022-4ae7dd3bc1,
2024,25,2024-08-27,Birdcage,rss-only,rss,,ep-024-ef4af15f08,
2024,26,2024-09-10,Justice is Mine,rss-only,rss,,ep-025-b84af4ab58,
2024,27,2024-09-17,Why Not The Second Heaven,rss-only,rss,,ep-026-ba10625f7b,
2024,28,2024-09-24,The Peruvian Gambling Ring,rss-only,rss,,ep-027-5dfd961071,
2024,29,2024-10-01,Britches in Heaven,rss-only,rss,,ep-028-2b160cc29a,
2024,30,2024-10-22,Wisdom and Wonder,rss-only,rss,,ep-029-3a2e4da18a,
2024,31,2024-10-29,By Invitation Only,rss-only,rss,,ep-030-98017142e4,
2024,32,2024-11-19,For God or With God,rss-only,rss,,ep-031-476fa2ebed,
2024,33,2024-11-26,Tales with Dirk,rss-only,rss,,ep-032-e3ff89af4c,
2024,34,2024-12-03,Artificial Holy Spirit Intelligence,rss-only,rss,,ep-033-534d108a0c,
2024,35,2024-12-17,Are We Ready?,rss-only,rss,,ep-034-913154211b,
2025,1,2025-01-07,Ballad of Vince Parsons,rss-only,rss,,ballad-of-vince-parsons-b6c371bd96,
2025,2,2025-01-07,Ballad of Vince Parsons,rss-only,rss,,ep-001-e960c2cbd9,
2025,3,2025-01-14,BeliefNet.Org.Com,rss-only,rss,,ep-002-c44876e0d4,
2025,4,2025-02-04,Affirming the Nasty Part,rss-only,rss,,ep-003-173e77548e,
2025,5,2025-03-04,The Bog Witch,rss-only,rss,,ep-004-0f6e64322c,
2025,6,2025-03-25,The Simple Life,rss-only,rss,,ep-005-4a5d7ef915,
2025,7,2025-04-08,The Aslan Wears Prada,rss-only,rss,,ep-006-827a963194,
2025,8,2025-04-15,A Christian Mid-Life Crisis,rss-only,rss,,ep-007-7e7fa93ff6,
2025,9,2025-04-22,Pope Reese Bobby,rss-only,rss,,ep-008-20a199e68a,
2025,10,2025-04-29,Mehna Mehna,rss-only,rss,,ep-009-b9df9f5524,
2025,11,2025-05-06,3 Songwriters Walk Into a Show,rss-only,rss,,ep-010-eae4cd9b9a,
2025,12,2025-05-20,Chill Out,rss-only,rss,,ep-011-9957399138,
2025,13,2025-05-27,The Answer is Liverpool,rss-only,rss,,ep-012-ee54396395,
2025,14,2025-06-24,Enter the McCormick II,rss-only,rss,,ep-013-af95cf7e91,
2025,15,2025-07-01,Raptors and Heifers,rss-only,rss,,ep-014-ae95379844,
2025,16,2025-07-22,Boova Redux,rss-only,rss,,ep-015-14a1b1eef6,
2025,17,2025-08-12,What The Hat,rss-only,rss,,ep-016-a9dad06db2,
2025,18,2025-08-19,On the Couch,rss-only,rss,,ep-017-345b6d2c6b,
2025,19,2025-08-26,Talk Less,rss-only,rss,,ep-018-ccb45eb187,
2025,20,2025-09-16,Like Jesus,rss-only,rss,,ep-019-1970441d6e,
2025,21,2025-09-23,Up Late,rss-only,rss,,ep-020-948005a37e,
2025,22,2025-10-07,The Smattering,rss-only,rss,,ep-021-b2d83986cc,
2025,23,2025-10-21,Luddite From The Path,rss-only,rss,,ep-022-df19bed46f,
2025,24,2025-11-04,Rippin’ Heaters,rss-only,rss,,ep-023-5e3489a930,
2025,25,2025-11-11,It’s A Start,rss-only,rss,,ep-024-6c0c2a354b,
2025,26,2025-11-25,Starring Ted Danson as Joab,rss-only,rss,,ep-025-9f007ad25f,
2025,27,2025-12-09,Heartfelt Heresy,rss-only,rss,,ep-026-df1b1151e7,
2025,28,2025-12-23,Get A Dog,rss-only,rss,,ep-027-fdb52ff883,
2026,1,2026-01-06,"The Spirit, the Goldfish and the Way",rss-only,rss,,ep-001-bb5dc05201,
2026,2,2026-01-13,Overexposed,rss-only,rss,,ep-002-da21a93ce0,
2026,3,2026-01-27,Wanted: Paul and Hope | Paul’s Persecution of Christians and Radical Redemption,rss-only,rss,,ep-003-5d7294e0e4,
2026,4,2026-02-03,"Not Sure | Old Testament Law, Holy Spirit Guidance, Christian Discernment",rss-only,rss,,ep-004-eb9eb1ee24,
2026,5,2026-02-10,"Silly Rabbit | Christianity, Culture, and Navigating Social Expectations",rss-only,rss,,ep-005-db6713baf6,
2026,6,2026-03-03,"Risky Business | Christian Risk-Taking, Community Engagement, Faith in Action",rss-only,rss,,ep-006-2e7fd15c5b,
2026,7,2026-03-10,My Girl Likes to Holy All the Time | Public Prayer & Worship Culture,rss-only,rss,,ep-007-593e405bb7,
2026,8,2026-03-17,"When Vanek Was Here | Cambodia Testimony, Church Mission, Josiah Queen",rss-only,rss,,ep-008-863dfd319f,
2026,9,2026-04-07,Split Ends | Interacting with other Denominations,rss-only,rss,,ep-009-df33d7d397,
2026,10,2026-04-21,Nothing Personal,rss-only,rss,,ep-010-a233f41e30,
2026,11,2026-04-28,Coffee After Sunday,rss-only,rss,,ep-011-92d79fb479,
2026,12,2026-05-05,hypokritēs,rss-only,rss,,ep-012-4e5330328f,
2026,13,2026-05-12,There Must Be A Reason,rss-only,rss,,ep-013-bfe0a02448,
2026,14,2026-05-19,Theodore Franco,rss-only,rss,,ep-014-acd148f9a3,
2026,15,2026-06-08,My Early Years,rss-only,rss,,ep-015-f40ee4d0ed,
2026,16,2026-06-09,Because I Got High,rss-only,rss,,ep-016-13854b18ce,
2026,17,2026-06-16,Do You Hear What I Hear,rss-only,rss,,ep-017-f25b1a94eb,
2026,18,2026-06-30,Street Justice,rss-only,rss,,street-justice-ad8558f5cd,
2026,19,2026-07-14,Trust But Verify,rss-only,rss,,ep-019-ceafc07dab,
2026,20,2026-07-21,Mr. Prayer Closet,rss-only,rss,,ep-020-4ce5c47f0e,
2026,21,2026-07-31,RETRO LFTP: Weekend At Bildad’s,rss-only,rss,,retro-lftp-weekend-at-bildad-s-05b305d402,
2026,22,2026-08-11,Maybe A Word From God,rss-only,rss,,ep-021-988f85fd60,
2026,23,2026-08-25,"Emphasis | Accountability, Worship and Praying with Strangers",rss-only,rss,,ep-022-095fa26626,
2026,24,2026-09-15,Call Me Hoopi,rss-only,rss,,ep-023-3a9d4e33d3,
2026,25,2026-09-22,Rage The Elephant,rss-only,rss,,ep-024-ff4a23f2b8,
,,,,local-only,local,BestofLFTP.mp3,,Exact episode date unresolved
