platform,media_id,title,publication_date,duration_seconds,url,candidate_disposition,matched_master_id,matched_master_date,match_score
youtube,8jsUC_ZP6bc,It Is Well - On This Rock,,338,https://www.youtube.com/watch?v=8jsUC_ZP6bc,supporting-clip-needs-episode-link,,,0.5
youtube,itnPLdcR6vg,It's Not Your Job to Psychoanalyze People to Share the Gospel,,54,https://www.youtube.com/watch?v=itnPLdcR6vg,supporting-clip-needs-episode-link,,,0.404
youtube,w27s_LjcfVE,It’s A Start,,4059,https://www.youtube.com/watch?v=w27s_LjcfVE,likely-existing-episode-or-supporting-source,ep-024-6c0c2a354b,2025-11-11,1.0
youtube,TjEPg8gPV-o,Jacey - Bad Omen,,207,https://www.youtube.com/watch?v=TjEPg8gPV-o,supporting-clip-needs-episode-link,,,0.483
youtube,Sv0o_EQF9Ro,Jacey - Leave the Light On,,250,https://www.youtube.com/watch?v=Sv0o_EQF9Ro,supporting-clip-needs-episode-link,,,0.517
youtube,w0RLlJgktZA,Jacey - Proud Man,,225,https://www.youtube.com/watch?v=w0RLlJgktZA,supporting-clip-needs-episode-link,,,0.467
youtube,4XgnOteL6FI,Jack and the Beanstalk,,243,https://www.youtube.com/watch?v=4XgnOteL6FI,supporting-clip-needs-episode-link,,,0.578
youtube,8Qyv7nxyDB8,Jacob Stewart - Hound of Heaven,,200,https://www.youtube.com/watch?v=8Qyv7nxyDB8,supporting-clip-needs-episode-link,,,0.458
youtube,7qQJq6qVnrU,James Web  Space Telescope Causes Panic,,1047,https://www.youtube.com/watch?v=7qQJq6qVnrU,supporting-clip-needs-episode-link,,,0.464
youtube,npSoPJIJPmc,Jayne Blok - Bring Me Closer,,232,https://www.youtube.com/watch?v=npSoPJIJPmc,supporting-clip-needs-episode-link,,,0.476
youtube,5JV7uQNCYag,Jaywalking for Jesus?,,470,https://www.youtube.com/watch?v=5JV7uQNCYag,supporting-clip-needs-episode-link,,,0.562
youtube,LlezeN28P0E,Jeff Arrandale  - Victory,,238,https://www.youtube.com/watch?v=LlezeN28P0E,supporting-clip-needs-episode-link,,,0.476
youtube,9ob1mMamFbU,Jeff Arrandale  Band - Leaning on the Everlasting Arms,,295,https://www.youtube.com/watch?v=9ob1mMamFbU,supporting-clip-needs-episode-link,,,0.5
youtube,CUXNOpR67fI,Jeff Arrandale - Almighty,,350,https://www.youtube.com/watch?v=CUXNOpR67fI,supporting-clip-needs-episode-link,,,0.452
youtube,bdEM60TGWcc,Jeff Arrandale - Certainty,,227,https://www.youtube.com/watch?v=bdEM60TGWcc,supporting-clip-needs-episode-link,,,0.447
youtube,ynOHz4rG4dw,Jeff Arrandale - God You Are Father,,311,https://www.youtube.com/watch?v=ynOHz4rG4dw,supporting-clip-needs-episode-link,,,0.553
youtube,d33DCDtoeto,Jeff Arrandale - Let Us Sing,,279,https://www.youtube.com/watch?v=d33DCDtoeto,supporting-clip-needs-episode-link,,,0.522
youtube,Nmp6h5IFRH8,Jeff Arrandale - Most High,,253,https://www.youtube.com/watch?v=Nmp6h5IFRH8,supporting-clip-needs-episode-link,,,0.558
youtube,vc1WB2qjIx0,Jeff Arrandale - Strange Places,,326,https://www.youtube.com/watch?v=vc1WB2qjIx0,supporting-clip-needs-episode-link,,,0.511
youtube,VN227c_7cR4,Jeff Arrandale - Trust And Obey,,242,https://www.youtube.com/watch?v=VN227c_7cR4,supporting-clip-needs-episode-link,,,0.511
youtube,5MRML5s5Zgc,Jessa Anderson - Caught Me By Surprise,,206,https://www.youtube.com/watch?v=5MRML5s5Zgc,supporting-clip-needs-episode-link,,,0.464
youtube,KLBlefP2DTE,Jessa Anderson - Everybody Has Those Days,,181,https://www.youtube.com/watch?v=KLBlefP2DTE,supporting-clip-needs-episode-link,,,0.424
youtube,SLvFnxr7BoA,Jessa Anderson - Not Myself Anymore,,256,https://www.youtube.com/watch?v=SLvFnxr7BoA,supporting-clip-needs-episode-link,,,0.431
youtube,7usFJLc6zYk,Jessa Anderson - Not What I Thought,,181,https://www.youtube.com/watch?v=7usFJLc6zYk,supporting-clip-needs-episode-link,,,0.507
youtube,v-EFXpG1Ed8,Jessa Anderson - Not What I Thought (Live),,430,https://www.youtube.com/watch?v=v-EFXpG1Ed8,supporting-clip-needs-episode-link,,,0.472
youtube,SfU9M12DUJI,Jessa Anderson - Worship The Lamb,,198,https://www.youtube.com/watch?v=SfU9M12DUJI,supporting-clip-needs-episode-link,,,0.519
youtube,XtrCNoNZ7ws,Jessa Anderson - You Go Before Us,,214,https://www.youtube.com/watch?v=XtrCNoNZ7ws,supporting-clip-needs-episode-link,,,0.5
youtube,_NNZK2KtiG8,Jesus Blocked the Jukebox,,5254,https://www.youtube.com/watch?v=_NNZK2KtiG8,likely-existing-episode-or-supporting-source,ep-002-2204525fe6,2024-01-30,1.0
youtube,3-eoiqKjWzY,Jesus Blocked the Jukebox,,5257,https://www.youtube.com/watch?v=3-eoiqKjWzY,likely-existing-episode-or-supporting-source,ep-002-2204525fe6,2024-01-30,1.0
youtube,gzhifb3-CuI,Jesus Caused Me Health Problems,,148,https://www.youtube.com/watch?v=gzhifb3-CuI,supporting-clip-needs-episode-link,,,0.558
youtube,HEg1XUpMXBA,Jesus Cheats,,4483,https://www.youtube.com/watch?v=HEg1XUpMXBA,likely-existing-episode-or-supporting-source,ep-029-1d71acc8aa,2022-11-17,1.0
youtube,SkIyEVK1hWU,Jesus Guy | Jeff Arrandale on Live From The Path,,221,https://www.youtube.com/watch?v=SkIyEVK1hWU,supporting-clip-needs-episode-link,,,0.508
youtube,D94-InOB2tw,Jesus Is My Life - Jim Scott,,226,https://www.youtube.com/watch?v=D94-InOB2tw,supporting-clip-needs-episode-link,,,0.491
youtube,M31-Bl50o9E,Jesus Ruined My Sex Life,,440,https://www.youtube.com/watch?v=M31-Bl50o9E,supporting-clip-needs-episode-link,,,0.511
youtube,UBrZpeO_qBg,"Jesus loves me, so I can do whatever the heck I want, right?",,103,https://www.youtube.com/watch?v=UBrZpeO_qBg,supporting-clip-needs-episode-link,,,0.425
youtube,IGasLWd6G0s,John Paul Burtch,,5600,https://www.youtube.com/watch?v=IGasLWd6G0s,likely-existing-episode-or-supporting-source,ep-025-25fbab51ce,2022-10-05,1.0
youtube,2AVD3YCn6-U,John Waller Interview,,671,https://www.youtube.com/watch?v=2AVD3YCn6-U,supporting-clip-needs-episode-link,,,0.49
youtube,bTdymn9vR8Q,Jon Acuff Calls Out the Jerk for Jesus,,78,https://www.youtube.com/watch?v=bTdymn9vR8Q,supporting-clip-needs-episode-link,,,0.515
youtube,ABm7ctY5-90,Jon Acuff Part 1,,394,https://www.youtube.com/watch?v=ABm7ctY5-90,supporting-clip-needs-episode-link,,,0.5
youtube,3yx16t4o2_Q,Jon Acuff Part 2,,280,https://www.youtube.com/watch?v=3yx16t4o2_Q,supporting-clip-needs-episode-link,,,0.5
youtube,q0LSomoX8yw,Jon Acuff Part 3,,103,https://www.youtube.com/watch?v=q0LSomoX8yw,supporting-clip-needs-episode-link,,,0.5
youtube,6PD_ubZVFBU,"Jumbled Up, Untrustworthy Emotions",,56,https://www.youtube.com/watch?v=6PD_ubZVFBU,supporting-clip-needs-episode-link,,,0.475
youtube,w470gyYwZhs,Just Do It,,4630,https://www.youtube.com/watch?v=w470gyYwZhs,likely-existing-episode-or-supporting-source,ep-003-87be897d60,2022-02-07,1.0
youtube,rNC0WumX9kI,Just For The Taste Of It,,3794,https://www.youtube.com/watch?v=rNC0WumX9kI,likely-existing-episode-or-supporting-source,ep-015-8adbe0544f,2024-06-11,1.0
youtube,0LBwdQDF60U,Just for the Taste of It,,3801,https://www.youtube.com/watch?v=0LBwdQDF60U,likely-existing-episode-or-supporting-source,ep-015-8adbe0544f,2024-06-11,1.0
youtube,e6jfA2kJdtY,Justice is Mine,,5720,https://www.youtube.com/watch?v=e6jfA2kJdtY,likely-existing-episode-or-supporting-source,ep-025-b84af4ab58,2024-09-10,1.0
youtube,Ax0xXa2gpc0,K-Jay - Interview,,600,https://www.youtube.com/watch?v=Ax0xXa2gpc0,supporting-clip-needs-episode-link,,,0.512
youtube,I2dfkYriUSg,KFC Employee asks 3-year-old to leave because of her face,,311,https://www.youtube.com/watch?v=I2dfkYriUSg,supporting-clip-needs-episode-link,,,0.374
youtube,EOrWw3-fSlM,Kenny Got A Plane,,3761,https://www.youtube.com/watch?v=EOrWw3-fSlM,likely-existing-episode-or-supporting-source,ep-002-cf2398c51e,2018-01-23,1.0
youtube,J8w9rP1-A8k,Kevin Cloud Interview | God and Hamilton,,1256,https://www.youtube.com/watch?v=J8w9rP1-A8k,long-form-needs-date-reconciliation,,,0.593
youtube,uDRaUVTu2-0,Kevin Lindgren - Come To Me,,152,https://www.youtube.com/watch?v=uDRaUVTu2-0,supporting-clip-needs-episode-link,,,0.515
youtube,ZvPLke0P_dc,Kevin Lindgren - Don't Let Me Stray,,169,https://www.youtube.com/watch?v=ZvPLke0P_dc,supporting-clip-needs-episode-link,,,0.478
youtube,9Oe7y2lpQDQ,Kevin Lindgren - If God Be For Us,,192,https://www.youtube.com/watch?v=9Oe7y2lpQDQ,supporting-clip-needs-episode-link,,,0.472
youtube,rFvt0qBfv44,Kevin Lindgren - No One But Me,,226,https://www.youtube.com/watch?v=rFvt0qBfv44,supporting-clip-needs-episode-link,,,0.464
youtube,RWy3GKtU5P4,Kevin Lindgren - Put My Faith In You,,151,https://www.youtube.com/watch?v=RWy3GKtU5P4,supporting-clip-needs-episode-link,,,0.455
youtube,zfCNwh2r1VM,Kevin Lindgren - Set Me Free,,207,https://www.youtube.com/watch?v=zfCNwh2r1VM,supporting-clip-needs-episode-link,,,0.462
youtube,uZJn65QJjfg,"King MC - ""Erik Stephen""",,61,https://www.youtube.com/watch?v=uZJn65QJjfg,supporting-clip-needs-episode-link,,,0.444
youtube,qd3oBjmYVQo,Know Self Control,,4074,https://www.youtube.com/watch?v=qd3oBjmYVQo,likely-existing-episode-or-supporting-source,ep-015-28bf70b8f3,2024-06-04,1.0
youtube,OB1yX7zDOrc,Know Self Control | 2024 Episode 14,,4069,https://www.youtube.com/watch?v=OB1yX7zDOrc,likely-existing-episode-or-supporting-source,ep-014-1488ae5d70,2024-05-28,1.0
youtube,EO7ztDl9Ab4,LFTP Advice: Can your husband be my brother’s friend?,,660,https://www.youtube.com/watch?v=EO7ztDl9Ab4,supporting-clip-needs-episode-link,,,0.478
youtube,PkWcGuYv3f4,LFTP Advice: Is it creepy to buy breakfast for my younger single mom neighbor?,,223,https://www.youtube.com/watch?v=PkWcGuYv3f4,supporting-clip-needs-episode-link,,,0.389
youtube,GnFoJGwjuqQ,LFTP Promo 2019Ep10 3,,60,https://www.youtube.com/watch?v=GnFoJGwjuqQ,likely-existing-episode-or-supporting-source,,2019-05-07,1.0
youtube,KT-VsQ7Nens,Lady Needs Advice Talking Politics With Friend,,43,https://www.youtube.com/watch?v=KT-VsQ7Nens,supporting-clip-needs-episode-link,,,0.452
youtube,AQaHBihMryA,Laughing in the Face of Death - Unscene Patrol,,321,https://www.youtube.com/watch?v=AQaHBihMryA,supporting-clip-needs-episode-link,,,0.454
youtube,glEN6x9pG50,Leave The Light On - Ryan Sheeler,,274,https://www.youtube.com/watch?v=glEN6x9pG50,supporting-clip-needs-episode-link,,,0.56
youtube,p805xO-eRbE,Leaving the Church Post-COVID,,56,https://www.youtube.com/watch?v=p805xO-eRbE,supporting-clip-needs-episode-link,,,0.507
youtube,0bPWhnI9tAM,Light45 - Bringing You Back To Life,,177,https://www.youtube.com/watch?v=0bPWhnI9tAM,supporting-clip-needs-episode-link,,,0.492
youtube,5BwruIz2BXY,Light45 - Steeped (acoustic),,118,https://www.youtube.com/watch?v=5BwruIz2BXY,supporting-clip-needs-episode-link,,,0.526
youtube,HjMWnXrOi-c,Light45 - The Maze,,199,https://www.youtube.com/watch?v=HjMWnXrOi-c,supporting-clip-needs-episode-link,,,0.571
youtube,ZvEos5dP3eM,Like Jesus,,5560,https://www.youtube.com/watch?v=ZvEos5dP3eM,likely-existing-episode-or-supporting-source,ep-019-1970441d6e,2025-09-16,1.0
youtube,zQasmHT1qvg,Lindgren and Lewis: I Saw The Light,,186,https://www.youtube.com/watch?v=zQasmHT1qvg,supporting-clip-needs-episode-link,,,0.491
youtube,iwvFKHsKRYA,Listening - Chandra Knudsen,,242,https://www.youtube.com/watch?v=iwvFKHsKRYA,supporting-clip-needs-episode-link,,,0.486
youtube,6SYDv-L4a8c,Listening to Your Phone More Than Your Wife,,56,https://www.youtube.com/watch?v=6SYDv-L4a8c,supporting-clip-needs-episode-link,,,0.493
youtube,GtvkA0vyr48,Little Things,,5914,https://www.youtube.com/watch?v=GtvkA0vyr48,likely-existing-episode-or-supporting-source,ep-005-8d27497979,2023-03-06,1.0
youtube,VEjzWAjY_WE,Little Things | 2023 Episode 05,,5919,https://www.youtube.com/watch?v=VEjzWAjY_WE,likely-existing-episode-or-supporting-source,ep-005-8d27497979,2023-03-06,1.0
youtube,UWz2A7gfcQI,Live From The Path Opening,,61,https://www.youtube.com/watch?v=UWz2A7gfcQI,supporting-clip-needs-episode-link,,,0.444
youtube,49HDxbDBDx8,Live From The Path | 2018 E12,,3448,https://www.youtube.com/watch?v=49HDxbDBDx8,likely-existing-episode-or-supporting-source,ep-012-fef73f2f9e,2018-08-21,1.0
youtube,vZK4O4o8URg,Live From The Path | 2018 E13,,4943,https://www.youtube.com/watch?v=vZK4O4o8URg,likely-existing-episode-or-supporting-source,ep-013-3a62c3a003,2018-09-05,1.0
youtube,WmmdXjFVbu8,Live From The Path | 2018 E14,,4345,https://www.youtube.com/watch?v=WmmdXjFVbu8,likely-existing-episode-or-supporting-source,ep-014-d300302fd8,2018-09-18,1.0
youtube,lUYwknjlpOE,Live From The Path | 2018 E15,,3139,https://www.youtube.com/watch?v=lUYwknjlpOE,likely-existing-episode-or-supporting-source,ep-015-af05502ec7,2018-09-25,1.0
youtube,BdvrM2ssT-k,Live From The Path | 2018 E16,,4533,https://www.youtube.com/watch?v=BdvrM2ssT-k,long-form-needs-date-reconciliation,,,0.75
youtube,BtkEWUOfd7A,Live From The Path | 2018 E17,,3453,https://www.youtube.com/watch?v=BtkEWUOfd7A,likely-existing-episode-or-supporting-source,ep-017-9f8076d313,2018-10-16,1.0
youtube,zYVZwiTt7jA,Live From The Path | 2018 E18,,3479,https://www.youtube.com/watch?v=zYVZwiTt7jA,likely-existing-episode-or-supporting-source,ep-018-8055a3c660,2018-10-23,1.0
youtube,Fnc6np658Uo,Live From The Path | 2018 E19,,4326,https://www.youtube.com/watch?v=Fnc6np658Uo,likely-existing-episode-or-supporting-source,ep-019-bbe9ed7787,2018-11-06,1.0
youtube,9O9pztf-Wt8,Live From The Path | 2018 E20,,4661,https://www.youtube.com/watch?v=9O9pztf-Wt8,likely-existing-episode-or-supporting-source,ep-020-b49953ea32,2018-11-13,1.0
youtube,bX1qca7C5sg,Live From The Path | 2018 E21,,4804,https://www.youtube.com/watch?v=bX1qca7C5sg,likely-existing-episode-or-supporting-source,ep-021-1b9ce0468a,2018-11-20,1.0
youtube,e-rtHTLujUk,Live From The Path | 2018 E22,,4554,https://www.youtube.com/watch?v=e-rtHTLujUk,likely-existing-episode-or-supporting-source,ep-022-6b5dbf3a62,2018-12-04,1.0
youtube,L8zjN4ZJ2lA,Live From The Path | 2018 Episode 23,,4174,https://www.youtube.com/watch?v=L8zjN4ZJ2lA,likely-existing-episode-or-supporting-source,2016-episode-23-377946b0ca,2016-06-28,0.857
youtube,54ysiC6TUnU,Live From The Path | 2018 Episode 24,,4515,https://www.youtube.com/watch?v=54ysiC6TUnU,likely-existing-episode-or-supporting-source,ep-024-3a2e6f24ba,2018-12-11,1.0
youtube,HYDXa62aO0A,Live From The Path | 2019 E04,,4684,https://www.youtube.com/watch?v=HYDXa62aO0A,likely-existing-episode-or-supporting-source,ep-004-07c9412b43,2019-03-13,1.0
youtube,QvYnBxd_kbY,Live From The Path | 2019 Episode 01,,3409,https://www.youtube.com/watch?v=QvYnBxd_kbY,likely-existing-episode-or-supporting-source,ep-001-4c679108e1,2019-01-15,1.0
youtube,WwllizxW1Z4,Live From The Path | 2019 Episode 07,,2656,https://www.youtube.com/watch?v=WwllizxW1Z4,likely-existing-episode-or-supporting-source,ep-007-a8c2058d86,2019-04-16,1.0
youtube,2B6lI5kIKTk,Live From The Path | 2019 Episode 08,,3283,https://www.youtube.com/watch?v=2B6lI5kIKTk,likely-existing-episode-or-supporting-source,ep-008-c81e17215f,2019-04-23,1.0
youtube,KBsSMF8otSw,Live From The Path | 2019 Episode 10,,5305,https://www.youtube.com/watch?v=KBsSMF8otSw,likely-existing-episode-or-supporting-source,,2019-05-07,1.0
youtube,HkbM-8yZ42E,Live From The Path | 2019 Episode 11,,3679,https://www.youtube.com/watch?v=HkbM-8yZ42E,likely-existing-episode-or-supporting-source,ep-011-aafe9f7862,2019-06-06,1.0
youtube,YYeIDZm4yh8,Live From The Path | 2019 Episode 12,,5399,https://www.youtube.com/watch?v=YYeIDZm4yh8,likely-existing-episode-or-supporting-source,ep-012-cb0a23e97d,2019-06-06,1.0
youtube,X0FHcY7vk_4,Live From The Path | 2019 Episode 13,,4746,https://www.youtube.com/watch?v=X0FHcY7vk_4,likely-existing-episode-or-supporting-source,ep-013-ed39b95a2c,2019-06-11,1.0
youtube,u2qk_rYu72g,Live From The Path | 2019 Episode 14,,4799,https://www.youtube.com/watch?v=u2qk_rYu72g,likely-existing-episode-or-supporting-source,,2019-07-01,1.0
youtube,MTQl9j6mfME,Live From The Path | 2019 Episode 15,,5229,https://www.youtube.com/watch?v=MTQl9j6mfME,likely-existing-episode-or-supporting-source,ep-015-2f70936ed3,2019-07-09,1.0
youtube,lqEjxYMjgcc,Live From The Path | 2019 Episode 16,,6244,https://www.youtube.com/watch?v=lqEjxYMjgcc,long-form-needs-date-reconciliation,,,0.8
youtube,o4rjeMw63tk,Live From The Path | 2019 Episode 18,,6298,https://www.youtube.com/watch?v=o4rjeMw63tk,likely-existing-episode-or-supporting-source,ep-018-5564d74bee,2019-08-20,1.0
youtube,sHWa6_xPsw0,Live From The Path | 2019 Episode 19,,4721,https://www.youtube.com/watch?v=sHWa6_xPsw0,likely-existing-episode-or-supporting-source,ep-019-a4f76e03f0,2019-08-29,1.0
youtube,TRgRd8w-_68,Live From The Path | 2019 Episode 2,,4759,https://www.youtube.com/watch?v=TRgRd8w-_68,likely-existing-episode-or-supporting-source,ep-002-c8ba10a831,2019-01-29,1.0
youtube,rvP68_SthI8,Live From The Path | 2019 Episode 20,,4111,https://www.youtube.com/watch?v=rvP68_SthI8,likely-existing-episode-or-supporting-source,,2019-09-03,1.0
youtube,u9VDm6sfuf4,Live From The Path | 2019 Episode 21,,4904,https://www.youtube.com/watch?v=u9VDm6sfuf4,likely-existing-episode-or-supporting-source,ep-021-166616bb61,2019-09-24,1.0
youtube,fjelvDRgCEY,Live From The Path | 2019 Episode 22,,4723,https://www.youtube.com/watch?v=fjelvDRgCEY,likely-existing-episode-or-supporting-source,ep-022-a2192b5dfc,2019-10-15,1.0
youtube,Si49ldxJbyI,Live From The Path | 2019 Episode 23,,3929,https://www.youtube.com/watch?v=Si49ldxJbyI,likely-existing-episode-or-supporting-source,ep-023-a974e2f6dd,2019-10-22,1.0
youtube,8jUExMHu7E8,Live From The Path | 2019 Episode 24,,5204,https://www.youtube.com/watch?v=8jUExMHu7E8,likely-existing-episode-or-supporting-source,,2019-11-05,1.0
youtube,Qjms-kRwkoc,Live From The Path | 2019 Episode 25,,5308,https://www.youtube.com/watch?v=Qjms-kRwkoc,likely-existing-episode-or-supporting-source,ep-025-79c7c092dc,2019-11-12,1.0
youtube,a1gv3OWTBkk,Live From The Path | 2019 Episode 26,,4464,https://www.youtube.com/watch?v=a1gv3OWTBkk,likely-existing-episode-or-supporting-source,ep-026-5e286bca88,2019-11-22,1.0
youtube,NiXv_6enghY,Live From The Path | 2019 Episode 28,,5934,https://www.youtube.com/watch?v=NiXv_6enghY,likely-existing-episode-or-supporting-source,ep-028-a7c3a62f14,2019-12-10,1.0
youtube,dAIIF0ywq5k,Live From The Path | 2019 Episode 29,,4240,https://www.youtube.com/watch?v=dAIIF0ywq5k,likely-existing-episode-or-supporting-source,ep-029-ee66008231,2019-12-24,1.0
youtube,qB7QWdNNnW4,Live From The Path | 2019 Episode 3,,4243,https://www.youtube.com/watch?v=qB7QWdNNnW4,likely-existing-episode-or-supporting-source,ep-003-e017b4cde5,2019-02-26,1.0
youtube,Oye3r0yAf4k,Live From The Path | 2019 Episode 30,,6113,https://www.youtube.com/watch?v=Oye3r0yAf4k,likely-existing-episode-or-supporting-source,ep-030-349c1adcde,2019-12-31,1.0
youtube,HoV3JKBXE8w,Live From The Path | 2019 Episode 5,,4050,https://www.youtube.com/watch?v=HoV3JKBXE8w,long-form-needs-date-reconciliation,,,0.833
youtube,jIcHSmsZHqs,Live From The Path | 2019 Episode 6,,4061,https://www.youtube.com/watch?v=jIcHSmsZHqs,likely-existing-episode-or-supporting-source,ep-006-b6396732e2,2019-04-09,1.0
youtube,qfWzU_SmnbA,Live From The Path | 2019 Episode 9,,4412,https://www.youtube.com/watch?v=qfWzU_SmnbA,likely-existing-episode-or-supporting-source,ep-009-ab3e7ade7c,2019-05-07,1.0
youtube,gpLyqs41XEc,Live From The Path | 2020 E21,,4364,https://www.youtube.com/watch?v=gpLyqs41XEc,likely-existing-episode-or-supporting-source,ep-021-1134aadbc3,2020-10-04,1.0
youtube,8dwVKaBx8uQ,Live From The Path | 2020 E22,,4731,https://www.youtube.com/watch?v=8dwVKaBx8uQ,likely-existing-episode-or-supporting-source,ep-022-6fc367f70f,2020-10-04,1.0
youtube,oIgjNmAO-Zg,Live From The Path | 2020 E23,,4980,https://www.youtube.com/watch?v=oIgjNmAO-Zg,likely-existing-episode-or-supporting-source,ep-023-d0d4e17de4,2020-10-07,1.0
youtube,RrbrUPWn74I,Live From The Path | 2020 E24,,3998,https://www.youtube.com/watch?v=RrbrUPWn74I,likely-existing-episode-or-supporting-source,ep-024-582dc5fb98,2020-10-07,1.0
youtube,_ehWE_GcszM,Live From The Path | 2020 Episode 03,,6237,https://www.youtube.com/watch?v=_ehWE_GcszM,likely-existing-episode-or-supporting-source,ep-003-9aa3463f65,2020-01-21,1.0
youtube,zrv7Kq9vqYA,Live From The Path | 2020 Episode 04,,5958,https://www.youtube.com/watch?v=zrv7Kq9vqYA,likely-existing-episode-or-supporting-source,ep-004-cbba742eff,2020-02-04,1.0
youtube,dQn1w92y-ak,Live From The Path | 2020 Episode 05,,5243,https://www.youtube.com/watch?v=dQn1w92y-ak,likely-existing-episode-or-supporting-source,ep-005-edaf521aae,2020-02-18,1.0
youtube,VoFKTAlTUjE,Live From The Path | 2020 Episode 06,,4925,https://www.youtube.com/watch?v=VoFKTAlTUjE,likely-existing-episode-or-supporting-source,ep-006-94b44e3702,2020-03-03,1.0
youtube,sabFN82nlew,Live From The Path | 2020 Episode 07,,3387,https://www.youtube.com/watch?v=sabFN82nlew,likely-existing-episode-or-supporting-source,ep-007-68e6890a49,2020-03-11,1.0
youtube,muRDp6l8-rQ,Live From The Path | 2020 Episode 08,,5147,https://www.youtube.com/watch?v=muRDp6l8-rQ,likely-existing-episode-or-supporting-source,ep-008-516f3d4521,2020-03-17,1.0
youtube,tcjSe3DEDTk,Live From The Path | 2020 Episode 09,,6010,https://www.youtube.com/watch?v=tcjSe3DEDTk,likely-existing-episode-or-supporting-source,ep-009-7115bbcf9f,2020-03-24,1.0
youtube,nhSec-B56Ak,Live From The Path | 2020 Episode 1,,3311,https://www.youtube.com/watch?v=nhSec-B56Ak,likely-existing-episode-or-supporting-source,ep-001-da8037a25c,2020-01-07,1.0
youtube,kAvsCVlzfww,Live From The Path | 2020 Episode 10,,5545,https://www.youtube.com/watch?v=kAvsCVlzfww,likely-existing-episode-or-supporting-source,ep-010-9d77e0e934,2020-03-31,1.0
youtube,uK9opr6zbEI,Live From The Path | 2020 Episode 14,,5216,https://www.youtube.com/watch?v=uK9opr6zbEI,likely-existing-episode-or-supporting-source,ep-014-0a3969672a,2020-04-28,1.0
youtube,A0YlieXCGqI,Live From The Path | 2020 Episode 15,,5152,https://www.youtube.com/watch?v=A0YlieXCGqI,likely-existing-episode-or-supporting-source,ep-015-ca57d4a9a7,2020-05-12,1.0
youtube,jw3U2geCG3w,Live From The Path | 2020 Episode 16,,5051,https://www.youtube.com/watch?v=jw3U2geCG3w,likely-existing-episode-or-supporting-source,ep-016-88360b9263,2020-05-19,1.0
youtube,OBhPIPp0_g4,Live From The Path | 2020 Episode 17,,4421,https://www.youtube.com/watch?v=OBhPIPp0_g4,likely-existing-episode-or-supporting-source,ep-017-11585e6cc7,2020-05-26,1.0
youtube,E8zz6GVi4yQ,Live From The Path | 2020 Episode 18,,6930,https://www.youtube.com/watch?v=E8zz6GVi4yQ,likely-existing-episode-or-supporting-source,ep-018-a4173958e2,2020-06-16,1.0
youtube,QvirBbP1bjA,Live From The Path | 2020 Episode 2,,4532,https://www.youtube.com/watch?v=QvirBbP1bjA,likely-existing-episode-or-supporting-source,ep-002-0dc650cdf0,2020-01-14,1.0
youtube,HV93xWrxXck,Live From The Path | 2020 Episode 20,,5311,https://www.youtube.com/watch?v=HV93xWrxXck,likely-existing-episode-or-supporting-source,ep-020-bc7b2d8eaa,2020-09-01,1.0
youtube,bjkddyoWodU,Live From The Path | 2020 Episode 26,,5051,https://www.youtube.com/watch?v=bjkddyoWodU,likely-existing-episode-or-supporting-source,ep-026-fe19659488,2020-11-06,1.0
youtube,sQ6_2U7Tv94,Live From The Path | 2020 Episode 27,,7570,https://www.youtube.com/watch?v=sQ6_2U7Tv94,likely-existing-episode-or-supporting-source,ep-027-3b90aa89b3,2020-12-08,1.0
youtube,TFr8dMJThK8,Live From The Path | 2020 Episode 28,,4738,https://www.youtube.com/watch?v=TFr8dMJThK8,likely-existing-episode-or-supporting-source,ep-028-a131f06034,2020-12-08,1.0
youtube,RzEfoiFLY-4,Live From The Path | 2020 Episode 29,,5698,https://www.youtube.com/watch?v=RzEfoiFLY-4,likely-existing-episode-or-supporting-source,ep-029-0e6d00e75f,2020-12-16,1.0
youtube,kVgt_5tlz8s,Live From The Path | 2021 Episode 01,,5743,https://www.youtube.com/watch?v=kVgt_5tlz8s,likely-existing-episode-or-supporting-source,ep-001-ee04ef647e,2021-01-05,1.0
youtube,t86pBLfIASQ,Live From The Path | 2021 Episode 02,,5872,https://www.youtube.com/watch?v=t86pBLfIASQ,likely-existing-episode-or-supporting-source,ep-002-2118481794,2021-01-12,1.0
youtube,rQJv8uW7k9c,Live From The Path | 2021 Episode 03,,4608,https://www.youtube.com/watch?v=rQJv8uW7k9c,likely-existing-episode-or-supporting-source,ep-003-96b68e09e5,2021-01-19,1.0
youtube,LCzkj4KULeE,Live From The Path | 2021 Episode 04,,5080,https://www.youtube.com/watch?v=LCzkj4KULeE,likely-existing-episode-or-supporting-source,ep-004-45e62a9c7c,2021-02-02,1.0
youtube,Wn78fZ8L9O8,Live From The Path | 2021 Episode 05,,4655,https://www.youtube.com/watch?v=Wn78fZ8L9O8,likely-existing-episode-or-supporting-source,ep-005-5180f31b43,2021-02-09,1.0
youtube,Ql0JRYkn130,Live From The Path | 2021 Episode 06,,5782,https://www.youtube.com/watch?v=Ql0JRYkn130,likely-existing-episode-or-supporting-source,ep-006-a4abe8c7c2,2021-03-16,1.0
youtube,Gbo5_7g_rkk,Live From The Path | 2021 Episode 07,,5121,https://www.youtube.com/watch?v=Gbo5_7g_rkk,likely-existing-episode-or-supporting-source,ep-007-8814798e75,2021-03-31,1.0
